N,P,K,temperature,humidity,ph,rainfall,label
0,0.508435902,0.258152123,28.17489437,43.6672299,4.524171562,45.78172762,mothbeans
0.094594595,0.486453115,0.238258717,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans
0.17,0.508197009,0.250709872,31.12896766,43.58788762,6.455592696,32.76742894,mothbeans
0.152777778,0.503775842,0.171835136,26.34043268,55.59160391,8.016210782,35.1051197,mothbeans
0.23655914,0.493777661,0.196785247,28.23494706,61.5620517,3.71105919,72.66666443,mothbeans
0.113924051,0.525531913,0.199222756,27.04453473,49.32609633,5.49091063,48.25207759,mothbeans
0.307692308,0.544456868,0.157206979,25.16125354,55.25435777,9.254089438,40.89732789,mothbeans
0.273684211,0.519114241,0.193903029,27.3179125,51.66921088,6.005242945,32.55919573,mothbeans
0.321428571,0.552200845,0.210355553,25.4123765,49.66474269,7.437078236,31.87416982,mothbeans
0.093023256,0.549368548,0.189006179,31.21629982,46.01868196,3.808429173,53.1205277,mothbeans
0.292682927,0.417729813,0.191255321,30.573999,58.22686794,5.818219385,62.74803826,mothbeans
0.247191011,0.465241231,0.233813307,25.42517036,53.22082660000001,4.52363558,46.19374559,mothbeans
0.349514563,0.456989791,0.253306012,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans
0.244444444,0.476658102,0.229360573,24.30935081,56.32938343,6.030447288,58.99536268,mothbeans
0.207317073,0.4523391,0.224576641,30.06142622,45.90067655,5.498340807999999,41.0550915,mothbeans
0.117647059,0.510808191,0.144120976,28.09568993,60.98353839999999,4.61136408,33.84110759,mothbeans
0.081395349,0.531616526,0.257419207,26.33908791,40.00933429,5.545219232000001,55.50429227,mothbeans
0.330275229,0.560945826,0.157238455,28.61409059,57.14218792,8.292875733999999,57.02891698,mothbeans
0.146666667,0.485436258,0.206387656,28.70012137,44.359648,3.828031463,44.11622138,mothbeans
0.09375,0.437870423,0.207530594,24.21610338,59.79236306,8.869532817,42.24783476,mothbeans
0.180851064,0.540249644,0.213429578,28.50677929,45.20094476,3.793575185,66.1761456,mothbeans
0.056338028,0.505487824,0.180285194,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans
0.121621622,0.511029757,0.181302201,30.88482722,41.36561835,7.661537347999999,55.053805,mothbeans
0.25,0.507441269,0.21588021,25.5042419,61.66852372,9.392694614,65.07981523,mothbeans
0.356435644,0.488209252,0.215479242,25.12528913,51.33189406,4.516154055,38.48678973,mothbeans
0.265822785,0.446506835,0.18071256,27.10508014,63.56791363,5.794289715,62.20279647,mothbeans
0.324561404,0.5272865,0.208504228,31.1006247,44.82069159,7.354286985,70.79934452,mothbeans
0.326530612,0.519159822,0.178466366,26.45707778,56.40226277,5.993513566,64.16167699,mothbeans
0.311827957,0.467879423,0.176050832,30.04132304,63.56222995,8.620107545,31.83192392,mothbeans
0.265957447,0.526979298,0.178927681,27.77799528,54.82130787,9.45949344,50.28438729,mothbeans
0.128205128,0.444477805,0.244862771,30.99256944,43.02151392,8.0344125,58.27600682,mothbeans
0.302631579,0.440302342,0.195958505,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans
0.097826087,0.521875823,0.205094093,31.96987867,57.17377029,6.2760043360000015,64.25520357,mothbeans
0.036585366,0.55576101,0.225351065,25.36140526,46.82652785,9.160691747000001,55.60523179,mothbeans
0.255813953,0.469051055,0.210508389,25.54249137,56.96640758,7.887658711,48.46797044,mothbeans
0.166666667,0.438235775,0.186083319,28.99319096,62.85948245,8.183844843,70.4713043,mothbeans
0.402061856,0.412167297,0.196698358,29.34317422,60.50320928,9.072011412,34.03335472,mothbeans
0.359550562,0.478769553,0.150899689,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans
0.348837209,0.507224445,0.178565228,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans
0.246753247,0.431412119,0.207546139,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans
0.061538462,0.499930719,0.138355101,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans
0.2625,0.453162745,0.201283962,27.06179658,52.3003173,7.388007482999999,60.74583498,mothbeans
0.299145299,0.522477396,0.264949257,27.0956288,42.26206161,8.340398059,71.12710390000002,mothbeans
0.217821782,0.51130445,0.218431295,28.56800579,57.30636014,8.66077954,64.53027638,mothbeans
0.339805825,0.526863355,0.177747245,28.79929247,49.84213387,3.558822825,40.85534718,mothbeans
0.188888889,0.554768879,0.188142854,27.94293692,45.41393636,5.9565851,69.66289997,mothbeans
0.274509804,0.545571612,0.155877455,30.47757686,61.58245338,9.416003106,61.86633917,mothbeans
0.297297297,0.435933543,0.164350563,30.58139475,50.77148138,8.18422855,64.58559639,mothbeans
0.154929577,0.472028768,0.216713588,26.85911286,41.81420849,5.131779302,44.13827124,mothbeans
0.404255319,0.461666396,0.170619334,26.31051759,61.18749126,6.294130312999999,35.73403813,mothbeans
0.273809524,0.412126157,0.247413511,28.77833449,44.2252605,7.991902443,33.95825723,mothbeans
0.3125,0.417151087,0.216787807,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans
0.380952381,0.476811721,0.186788272,29.37687468,57.69622912,6.878498176,38.34303462,mothbeans
0.23,0.573287194,0.187334274,24.17093241,58.25204566,5.243634848999999,59.18953429,mothbeans
0.024691358,0.530035351,0.210153975,26.65333029,59.79023382,7.550090941,36.91852635,mothbeans
0.039473684,0.553364488,0.172230737,28.19912143,53.50567601,8.709291687999999,52.13580529,mothbeans
0.254901961,0.486804312,0.2349794,28.76488954,52.62741529,7.792508067999999,55.21606732,mothbeans
0.386138614,0.459770263,0.180826089,29.3499706,61.25353851,8.055908857999999,40.82840673,mothbeans
0.254716981,0.551353565,0.198769864,28.00937423,52.60950014,4.397698806,36.01203025,mothbeans
0.272727273,0.495275516,0.200669268,26.85851927,48.8246387,5.9523849570000005,34.7426459,mothbeans
0.109375,0.453451017,0.19071457,31.2123945,40.92604945,8.532078732999999,53.78769958,mothbeans
0.180722892,0.488047043,0.211712267,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans
0.257425743,0.495293029,0.224188578,29.98835437,49.60384796,4.931890506,52.92929636,mothbeans
0.24691358,0.494833667,0.159112496,29.93964907,54.61813464,4.626212446,45.43669946,mothbeans
0.303571429,0.494451477,0.248007484,31.2119298,41.55934359,5.026003659,68.80141783,mothbeans
0.2,0.496086055,0.249888404,26.80474415,48.23991436,3.5253661,43.87801983,mothbeans
0.318681319,0.438530905,0.182065429,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans
0.217391304,0.485451283,0.221274799,30.99694676,46.42693735,9.406887532999999,38.31597852,mothbeans
0.148648649,0.431906997,0.198858686,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans
0.178571429,0.545586571,0.147047454,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans
0.3125,0.509784003,0.208499583,30.88883074,52.62696801,8.634929739,55.51932414,mothbeans
0.096774194,0.515764864,0.216344932,30.39321309,60.16299493,7.699200949,35.37493212,mothbeans
0.388349515,0.481608767,0.173674668,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans
0.380434783,0.461574596,0.176729898,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans
0.157303371,0.54957111,0.1581344,30.53684308,59.96664731,4.605700542,33.48919022,mothbeans
0.353982301,0.532004528,0.202303595,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans
0.233766234,0.433639572,0.228209723,24.01825377,53.76623369,7.214078621,35.03404425,mothbeans
0.343137255,0.543373693,0.143067034,28.69841277,61.14754363,9.93509073,65.67591794,mothbeans
0.047058824,0.534723328,0.219253082,29.33743412,49.00323081,8.914074888,42.44054315,mothbeans
0.247191011,0.537035229,0.151925411,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans
0.340206186,0.528874049,0.18858849,24.86803974,48.27531965,8.621514073,63.9187654,mothbeans
0.028571429,0.543265085,0.191354724,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans
0.181818182,0.495051252,0.205889643,31.01963639,49.97675220000001,3.532008668,32.81296548,mothbeans
0.20212766,0.536934798,0.147887022,27.43329405,87.80507732,7.18530147,54.73367631,mungbean
0.097560976,0.527683636,0.154910505,28.3340432,80.77275974,7.034214276,38.7976407,mungbean
0.324324324,0.539137966,0.152256443,27.01470397,84.34262707,6.635968697999999,55.296354,mungbean
0.12195122,0.55902547,0.127775243,28.17432665,81.04554836,6.828187498999998,36.35720652,mungbean
0.231578947,0.544329406,0.126670473,29.87888063,87.32761241,6.89077995,44.75215854,mungbean
0.1,0.514012116,0.167122353,29.89232778,89.71503316,7.165121108999998,42.99498978,mungbean
0.293103448,0.533636648,0.170609628,28.56212158,83.24855855,6.935804256,56.48265193,mungbean
0.289719626,0.492582627,0.181020219,27.53592929,85.57019009999998,7.196774236,53.01899249,mungbean
0,0.506807686,0.132724181,29.68361658,87.93598094,6.990095452,41.82490236,mungbean
0.2625,0.447532621,0.153534608,28.14448546,82.1193047,7.064782137999999,46.75690086,mungbean
0.329411765,0.404482235,0.159116083,29.53037621,86.73346018,7.156563094,59.87232071,mungbean
0.197674419,0.536726937,0.129439976,27.88352946,86.45147631,6.364967184,44.64407105,mungbean
0.269662921,0.450524317,0.17217647,28.22471276,82.35916228,6.428054409,44.01206619,mungbean
0.311111111,0.505449382,0.123106263,29.008124,84.96089355,6.664187809,45.91011391,mungbean
0.2625,0.428143017,0.153053056,29.75538903,86.45193297,6.637677489,37.54602719,mungbean
0.285714286,0.522720174,0.178631095,29.78416743,85.16906976,6.79385576,40.77872823,mungbean
0.20212766,0.515243362,0.168821277,27.8640132,80.4513142,6.852884642999999,42.83053902,mungbean
0.298076923,0.579361168,0.118037757,27.11026483,84.96771717,7.121571293,51.52617423,mungbean
0.243589744,0.406455424,0.178103582,27.11030369,83.64274107,6.883308033,49.11964582,mungbean
0.255319149,0.535599628,0.12589499,28.95451232,89.07866095,6.421271178,57.65901369,mungbean
0.1625,0.488475104,0.145820377,29.21780035,87.93724219,6.54450214,43.1386631,mungbean
0.31,0.542243812,0.122550175,28.7420098,85.81675947,6.452006451,48.54598575,mungbean
0.291666667,0.460828493,0.172998805,29.65021184,80.29868321,6.489259136,56.76278363,mungbean
0.348314607,0.434072332,0.155967436,27.23924995,86.404241,6.713410626,37.31236904,mungbean
0.305555556,0.577191007,0.119405288,28.95172351,81.67085323,6.510840928,56.51103293,mungbean
0.34,0.477765985,0.159338768,28.18837136,82.60629652,6.2873801170000005,37.01110438,mungbean
0.136842105,0.516770495,0.179202181,28.30041493,86.20681554,6.86308576,50.47333854,mungbean
0.308411215,0.559391909,0.127232001,27.89636126,88.71782287,6.78415271,57.79863368,mungbean
0.288288288,0.52929713,0.159196085,28.6899851,87.50436797,6.769415887999999,44.56598352,mungbean
0.214953271,0.527604149,0.176606973,27.826262300000003,88.73100226,6.320768488,56.68833819,mungbean
0.372340426,0.467472858,0.140298769,28.70562673,81.59200689,6.7050085039999985,59.87065439,mungbean
0.076923077,0.47696516,0.174862634,28.6362812,84.61431076,6.790736339,48.48319335,mungbean
0.322222222,0.403202704,0.176398559,28.28511547,88.4393979,7.130278657000001,48.56690235,mungbean
0.064516129,0.420517154,0.162072121,27.60887393,86.13316408,7.012740397000001,43.80041104,mungbean
0.10989011,0.53827691,0.159879109,28.60901145,86.99495766,7.1556850160000005,36.94616965,mungbean
0.168674699,0.48856956,0.155501613,29.24598976,84.80084105,6.991242362,53.43228915,mungbean
0.101265823,0.501861342,0.151357986,28.62911222,89.11480590000002,6.218923893,50.49913241,mungbean
0.266666667,0.472962536,0.113080939,29.57329479,88.07505524,7.199495367999999,45.04467075,mungbean
0.356435644,0.463228079,0.160591404,27.82684262,87.16679147,6.3898821660000005,58.37249772,mungbean
0.162790698,0.55950535,0.117165839,29.8757015,83.14796296,6.623438282,40.12044158,mungbean
0.117021277,0.543789345,0.165659344,27.33684386,88.50229102,7.033012777000001,51.09802625,mungbean
0.119047619,0.56823433,0.111827897,29.83040388,89.30428305,6.32400451,58.86687093,mungbean
0.076086957,0.529682914,0.183775524,28.2753171,82.76020821,6.397636709,56.04995423,mungbean
0.03125,0.51160026,0.114626423,29.86860065,85.99127934,6.401455706,58.41394143,mungbean
0.229885057,0.465892448,0.155386122,29.5888162,89.9939693,6.904587016,54.96121262,mungbean
0.035714286,0.475191381,0.119062887,28.07219563,82.9116472,6.478557136,49.61865305,mungbean
0.296703297,0.435538812,0.169209008,27.84026517,89.99615558,7.063022095,52.84626009,mungbean
0.357142857,0.532693031,0.115776968,27.10818093,87.45126690000002,6.981758362000001,55.03723979,mungbean
0.045454545,0.528270763,0.185697108,27.68515114,81.94268594,6.227134139,54.62243308,mungbean
0.01369863,0.473625258,0.172723166,29.34594634,85.60472562,6.232836962,59.03629954,mungbean
0.36,0.465553411,0.156456566,28.36319404,84.8593608,7.140437859,52.93031105,mungbean
0.135802469,0.471056631,0.169660097,27.65280218,89.80650642,6.459252023,56.52558045,mungbean
0.34,0.50367723,0.144199521,27.31372793,85.44815232,6.5687954039999985,53.15223123,mungbean
0.253012048,0.493998482,0.136396247,27.06909959,86.89934108,7.12851089,50.46746116,mungbean
0.178947368,0.546827125,0.149273022,28.06642822,85.91625451,6.42937879,39.23831035,mungbean
0.290697674,0.450789097,0.161697272,27.73329078,81.13903037,6.248900919,44.17580911,mungbean
0.034482759,0.454891905,0.132875247,27.53632932,89.92908171,6.619891497999999,45.48591922,mungbean
0.116883117,0.491477896,0.149313355,29.66461594,84.28187572,6.377568542000001,56.09542002,mungbean
0.333333333,0.471541307,0.177596691,29.914544300000006,85.85384444,6.415459592,41.39081525,mungbean
0.404494382,0.467039093,0.114537264,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean
0.353982301,0.566051581,0.113573502,29.46416042,87.60890009,6.978400282000001,43.15411472,mungbean
0.333333333,0.490359256,0.124395715,29.73013036,82.89166381,6.442335592999999,50.91511275,mungbean
0.012048193,0.538967684,0.167096492,27.46852989,87.17649,7.184398832,43.78420984,mungbean
0.113924051,0.490944313,0.16073581,27.77076285,87.09979549,6.402926221,49.50812624,mungbean
0.194444444,0.470564496,0.126288401,29.12939524,88.48312598,7.085982325,36.45012824,mungbean
0.330188679,0.53003857,0.139703826,27.10606808,89.89593328,6.698574085,37.45680611,mungbean
0.322916667,0.51128671,0.127990018,28.88078945,86.94206817,6.594739424,53.79732545,mungbean
0.061538462,0.459913445,0.151575598,28.14720892,83.8001509,6.647965508,37.44800463,mungbean
0.326086957,0.40264969,0.185135592,29.89129144,80.14487166,7.120032489,54.7960127,mungbean
0.140625,0.424679795,0.155769207,27.41503453,80.98004661,6.91380932,40.53173216,mungbean
0.24691358,0.45417745,0.144133145,29.27308605,89.4875022,7.073048264,50.9246554,mungbean
0.336363636,0.487077973,0.1629601,29.65296893,88.48587386,6.5304707,56.01913159,mungbean
0.377777778,0.414469731,0.158944433,28.44524991,82.67639542,6.684381357,58.18713162,mungbean
0.212121212,0.462717727,0.118167715,27.96235681,83.97586797,6.581351374,48.9366954,mungbean
0.273809524,0.432101876,0.165120519,29.25649321,81.97952224,6.86483915,42.02483277,mungbean
0.070422535,0.476882264,0.152868683,28.36291385,88.00989267,6.487124217000001,43.05130077,mungbean
0.278481013,0.437210154,0.149118897,27.62749466,86.49366929,6.605733067999999,39.26137642,mungbean
0.37037037,0.527617881,0.129000134,28.66086349,86.12194568,6.860602782000001,50.01534317,mungbean
0.262135922,0.532261603,0.146706728,29.2114218,87.11497805,6.41874299,51.53848218,mungbean
0.333333333,0.437594181,0.159919135,29.40889385,86.16063492,6.365513634,53.35486977,mungbean
0.4,0.423382343,0.156816945,28.02952623,84.8845732,6.5563729660000005,36.12042927,mungbean
0.1,0.450743638,0.135526599,28.08657178,80.35005927,6.760694227999999,38.14476781,mungbean
0.084507042,0.499141126,0.14124058,29.16174608,80.28038146,6.715276662999999,40.16545979,mungbean
0.282352941,0.484263147,0.133969359,29.8596912,80.03499648,6.666380512000001,50.66487502,mungbean
0.242718447,0.551060341,0.144208983,29.06631494,83.6869203,6.626629798,43.95183726,mungbean
0.293577982,0.536473543,0.15322648,27.38538997,88.66663953,6.702772465,58.29933073,mungbean
0.112676056,0.494884275,0.13703747,27.93034941,85.42058715,7.011030515,43.25095608,mungbean
0.253333333,0.457312452,0.132727693,29.2808618,81.8009244,6.890156495,44.47427436,mungbean
0.428571429,0.456805269,0.117383356,28.9973145,83.78911515,6.821747052,59.84499208,mungbean
0.370786517,0.440860443,0.142342243,27.92678579,86.5543196,7.183189922,43.4826194,mungbean
0.268041237,0.542455078,0.126389862,28.5474135,88.9570454,6.27258822,49.4897245,mungbean
0.24137931,0.534788046,0.112314474,29.36488409,89.1886954,6.679127482,48.30159325,mungbean
0.229166667,0.52651337,0.15128648,28.56149805,83.63802195,6.689825155,41.013132,mungbean
0.322222222,0.503148396,0.120891428,28.43683487,87.91332682,6.583381939,43.12063289,mungbean
0.061538462,0.445447784,0.161222557,28.79728147,80.45744422,6.725551062,44.30070517,mungbean
0.144927536,0.421760437,0.157305634,28.7275267,89.12760359,7.0697478139999985,58.52974279,mungbean
0.059701493,0.483748275,0.145612328,27.95639663,83.52706038,6.921993877999999,43.25726752,mungbean
0.243902439,0.499031952,0.131914677,28.17458662,83.69659318,6.770955317,37.2464655,mungbean
0.252747253,0.464988749,0.16610351,28.77653519,86.69133979,6.983130466,56.12443206,mungbean
0.265957447,0.492620458,0.157980247,28.438097,83.48991368,6.267684328,52.55469976,mungbean
0.373333333,0.639756925,0.139297038,29.48439992,63.19915325,7.454532137,71.89090748,blackgram
0.231481481,0.565000894,0.181230811,26.73433965,68.13999721,7.040056094,67.15096376,blackgram
0.336,0.558236187,0.198985369,26.27274407,62.28814857,7.418650668,70.23207557,blackgram
0.3,0.552876202,0.198023048,34.03679184,67.21113844,6.501869314,73.23573601,blackgram
0.366666667,0.557496967,0.162012618,28.03644051,65.06601664,6.814410927999999,72.49507741,blackgram
0.41322314,0.551021555,0.145256484,28.81460716,65.33538112,7.581442888,62.26242533,blackgram
0.2734375,0.566767605,0.175991258,34.03619494,64.28791388,7.741418772,66.85510868,blackgram
0.263157895,0.542997358,0.17325765,33.8642935,61.57072498,6.573531614,68.02199825,blackgram
0.241071429,0.543099483,0.171391991,32.84213012,68.68401492,7.543804222999999,73.67166182,blackgram
0.354609929,0.626584811,0.158196355,27.10053268,63.36085585,6.5408208,73.84949872,blackgram
0.286764706,0.595148681,0.216526799,25.65842532,61.18235808,7.22405917,69.28607828,blackgram
0.382550336,0.538812861,0.201674758,32.34744009,66.61452812,7.551364319,64.55882254,blackgram
0.388059701,0.564569296,0.162516428,29.58949031,68.32176769,6.928898659,67.53021213,blackgram
0.384615385,0.555031385,0.180762783,30.91219459,68.79427388,7.747775262999999,66.63830637,blackgram
0.408,0.548332159,0.163135604,28.12787838,64.2097765,6.706505915,70.86340755,blackgram
0.307692308,0.594137197,0.131080412,30.08545364,69.34811988,6.668238556,67.1367443,blackgram
0.443609023,0.520125082,0.167764684,31.74379487,62.51007687,7.332375138,68.97097538,blackgram
0.381679389,0.533023231,0.202968864,27.81326852,62.50460464,7.596802025,69.75555541,blackgram
0.25,0.528939765,0.20411177,32.88733849,64.59457409,7.70650895,71.50569456,blackgram
0.2,0.566916298,0.160212168,29.36358721,64.98742947,7.366542647,61.91208707,blackgram
0.402777778,0.623759465,0.135854655,27.82592799,67.58618829999999,6.919243702,74.01229707,blackgram
0.208333333,0.574920258,0.21249493,28.49538735,60.44848407,7.187721817999999,74.91559514,blackgram
0.374100719,0.618775491,0.14249744,27.74274761,68.53997144,7.0758864720000005,71.78615328,blackgram
0.330578512,0.565448995,0.155066644,30.41588462,67.66323804,6.74441168,63.02473185,blackgram
0.19047619,0.534162254,0.205903841,27.3254209,69.09047809,6.726469087999999,61.19250859,blackgram
0.369230769,0.543260617,0.185877032,30.28496619,61.69295127,6.628264883,65.62859526,blackgram
0.352517986,0.573508594,0.196251258,28.56840626,61.53278622,7.127064207,63.49726331,blackgram
0.384,0.605670674,0.140181894,25.36586097,66.6379724,7.538631462000001,65.81655892,blackgram
0.27826087,0.559575192,0.14503343,34.9466155,65.26774011,7.162357641,70.1415139,blackgram
0.198113208,0.572220733,0.191594651,25.09737391,67.72837887,6.859409487000001,74.61649888,blackgram
0.18018018,0.583106987,0.16404062,32.47648301,64.34848735,7.397190844,65.82045699999999,blackgram
0.225225225,0.542283461,0.170101317,33.86351172,68.59232289,6.880245789,69.24464096,blackgram
0.292857143,0.628026518,0.197050059,25.19857725,60.37332688,6.581313137,70.88787207,blackgram
0.386861314,0.578699621,0.144318096,31.77681682,69.01852894,7.296972161,61.46892873,blackgram
0.325,0.517695928,0.175735695,34.89814946,63.59948557,6.97297656,64.72797143,blackgram
0.211864407,0.609262127,0.144833316,31.74105409,68.63525428,7.241148507,62.3061735,blackgram
0.177966102,0.628213601,0.168258088,27.16159076,66.76017239,6.92009048,69.85112265,blackgram
0.425373134,0.581182861,0.152983706,26.23773129,67.88521396,7.504608385,73.58663968,blackgram
0.383561644,0.623951904,0.142494906,30.20157245,60.06534859,7.152272256,66.37171179,blackgram
0.360294118,0.60729532,0.131125643,31.55846339,67.83563765,7.137004749,74.86960831,blackgram
0.195121951,0.621702429,0.161339108,29.67892453,69.0854554,6.8080417220000005,65.66436565,blackgram
0.342657343,0.627820793,0.15963758,27.05365239,67.7017527,7.393631868,60.4693835,blackgram
0.243478261,0.559032107,0.165181786,34.63880966,61.38597868,7.69950698,72.43169115,blackgram
0.357142857,0.589148841,0.178980349,33.39438752,62.93692886,6.6028882489999985,63.57445989,blackgram
0.35971223,0.543105653,0.213286743,28.84079155,63.37230676,6.734447425,70.25496749,blackgram
0.255639098,0.613057905,0.167327541,31.49338309,63.0563645,6.521217963,71.48327008,blackgram
0.18018018,0.583442554,0.204437427,25.54960633,63.95425534,7.707332484,63.1830529,blackgram
0.398550725,0.570828332,0.13325898,34.37329112,69.69366426,6.596719015,70.27184748,blackgram
0.212962963,0.585280245,0.13308043,34.600824700000004,63.11296779,7.403623355,60.41790253,blackgram
0.373239437,0.624817209,0.137139181,29.43463808,64.94329356,7.517097,72.17818157,blackgram
0.23853211,0.597642625,0.141576752,29.10713092,67.90577375,7.17620823,67.83345933,blackgram
0.244444444,0.612697883,0.189185928,28.57006111,65.71765781,6.593961761,70.0866434,blackgram
0.274074074,0.629262214,0.163946151,27.54384835,69.3478631,7.143942758,69.40878198,blackgram
0.255813953,0.581184142,0.170751648,33.04687968,68.93875631,6.690655045,62.30278274,blackgram
0.226804124,0.504804401,0.161402144,33.95309131,69.96100028,7.423530351,61.16350463,blackgram
0.19047619,0.590694494,0.158529535,30.11873003,60.11680815,6.578714842999999,71.72980375,blackgram
0.328244275,0.57833886,0.172780201,29.57812712,66.17587668,7.497469256,69.43895491,blackgram
0.309859155,0.606715755,0.187590194,27.26458947,68.01232937,7.775306272000001,68.91754359,blackgram
0.309090909,0.558881376,0.143359889,31.35730791,64.24992106,7.322555222999999,63.85668948,blackgram
0.190909091,0.597406027,0.147725526,31.52104732,66.55723677,7.580527339,61.71111448,blackgram
0.223214286,0.584193307,0.168656616,29.39982732,64.25510719,7.1084501210000015,67.47677295,blackgram
0.347457627,0.582794391,0.138206447,29.38400259,64.14928485,7.358974541,65.24194361,blackgram
0.24137931,0.558482264,0.203044652,28.38686534,61.88871127,7.405176138,74.24459122,blackgram
0.307017544,0.595490521,0.140173203,28.47442276,63.53604453,6.500144962,69.5274407,blackgram
0.412698413,0.554276272,0.148442223,30.64095781,61.14508627,7.167435834,71.36947525,blackgram
0.367088608,0.598773891,0.223968863,25.25596239,61.36669662,7.261791753,68.64685069,blackgram
0.285714286,0.559462824,0.169413656,32.97030511,60.18122078,7.586642101,73.44678678,blackgram
0.376811594,0.584948992,0.137607511,33.66855394,66.60416867,7.534811832999999,67.32520551,blackgram
0.232323232,0.523706264,0.158547805,32.83963757,67.99803573,7.251000789,73.40452716,blackgram
0.336,0.525083912,0.216715256,27.45853567,62.90020977,6.513620917999999,69.46020927,blackgram
0.318965517,0.59224861,0.151071755,25.68576704,69.84354028,7.121254928,74.62068748,blackgram
0.312056738,0.590398513,0.189359958,30.0328403,64.14800537,7.574561547,71.21006868,blackgram
0.173553719,0.623992483,0.171706945,28.20667264,68.27085245,7.350869792,64.32887142,blackgram
0.378378378,0.631897564,0.151713097,28.27265858,61.18956161,7.5131510760000015,63.29900785,blackgram
0.241666667,0.635761287,0.139219226,28.541723600000005,64.2020154,7.0256077060000015,69.68862306,blackgram
0.346774194,0.565485699,0.184356362,26.87187036,61.61367264,6.804253866,63.51822045,blackgram
0.423076923,0.556598314,0.12866965,32.79766751,68.77994074,7.163043872,64.11411069,blackgram
0.360655738,0.603313454,0.141596665,26.42333018,64.51136845,7.338929556,63.46546487,blackgram
0.247863248,0.568800152,0.183920604,29.79181107,63.38789228,6.621323612,63.02169909,blackgram
0.373015873,0.591882569,0.144737861,27.44003279,67.10464369,6.661870999,72.50669768,blackgram
0.32,0.570822742,0.146205026,34.1262979,65.14877461,7.733149554,70.40795007,blackgram
0.432835821,0.570364878,0.136137496,30.94908189,64.23364112,7.402891666,62.78730907,blackgram
0.308270677,0.612798286,0.166999843,28.75751783,61.02701476,6.599147297999999,73.37686831,blackgram
0.376623377,0.640985775,0.15405682,27.24766491,66.10123083,7.04174124,62.31842057,blackgram
0.238938053,0.540870369,0.201003345,28.63005477,66.770943,7.353876754,62.2737345,blackgram
0.259615385,0.580171574,0.158782543,26.41768321,63.64698302,7.0267953589999985,64.42177127,blackgram
0.379562044,0.551702821,0.168104374,32.81705216,66.15665137,6.814301033,68.83924882,blackgram
0.35483871,0.501677861,0.207390218,29.6321052,65.91359954,7.42160832,71.16331975,blackgram
0.196261682,0.518868526,0.199627457,33.49077065,62.73317204,6.8473828910000005,65.45328463,blackgram
0.425531915,0.522732332,0.182405123,31.86847286,66.74217464,7.191522601,74.22238583,blackgram
0.251908397,0.600015948,0.179549115,30.32992227,65.62971858,7.01285529,71.64631281,blackgram
0.440298507,0.560136312,0.15197546,28.546224,66.31394098,7.368318809,62.83469851,blackgram
0.266055046,0.572590376,0.147936183,30.02629908,67.88811637,7.26154329,66.47264636,blackgram
0.421428571,0.559227958,0.163952421,31.65531175,60.13263713,6.52669158,66.69096751,blackgram
0.254385965,0.606927663,0.137763583,30.33499674,63.54718862,6.872594461,74.16699119,blackgram
0.394557823,0.596552203,0.139073565,33.36984395,65.67718163,6.874142175,64.89517488,blackgram
0.357142857,0.590334586,0.188958728,31.4345059,62.99303471,7.76061831,64.77651469,blackgram
0.291666667,0.609019113,0.201740553,27.71678273,63.29103387,6.781841984,68.56507978,blackgram
0.309859155,0.589409671,0.182703874,32.63918668,61.3009051,7.326980454,61.83876146,blackgram
0.304,0.517755077,0.199159888,32.7477393,67.77954584,7.453975408,63.37784443,blackgram
0.260162602,0.638378996,0.140779561,28.05153602,63.49802189,7.604110177000001,43.35795377,lentil
0.135416667,0.595465618,0.210086927,19.44084326,63.27771461,7.728832424,46.83130119,lentil
0.322033898,0.54620816,0.181016842,29.84823072,60.63872613,7.491217102,46.80452595,lentil
0.107843137,0.658574872,0.156989356,21.36383757,69.92375891,6.633864582,46.6352865,lentil
0.298387097,0.626728804,0.144396113,26.28663931,68.51966729,7.324863481,46.13833007,lentil
0.245762712,0.638632788,0.175929454,22.17499963,62.13873825,6.410441476,53.46622584,lentil
0.02173913,0.617622968,0.170527631,26.57597546,60.97876599,7.836719564,50.89110726,lentil
0.069767442,0.553524272,0.184648172,26.58972517,66.14007674,6.139215944,50.90994463,lentil
0.134020619,0.620548431,0.196637796,19.1345771,62.57526895,6.590571088,36.46946971,lentil
0.096385542,0.559021429,0.147942984,28.75273118,69.15640149,7.286049977999999,35.15426171,lentil
